[ 2018-02-01 12:08:11 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-06 09:12:49 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ArgumentCountError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ArgumentCountError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-06 09:12:51 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ArgumentCountError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ArgumentCountError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-06 09:13:07 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ArgumentCountError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ArgumentCountError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-06 09:15:09 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 116
*** *** *** *** ***
[ 2018-02-06 09:15:33 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ArgumentCountError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ArgumentCountError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-06 09:16:42 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ArgumentCountError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ArgumentCountError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-06 09:16:49 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 116
*** *** *** *** ***
[ 2018-02-06 09:16:51 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 116
*** *** *** *** ***
[ 2018-02-06 09:23:58 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ArgumentCountError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ArgumentCountError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-06 09:24:19 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ArgumentCountError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ArgumentCountError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-06 09:25:03 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ArgumentCountError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ArgumentCountError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-06 09:29:23 ]  ||  Текст ошибки: Котроллер <b>app\controllers\BootstraController</b> не найден.  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 109
*** *** *** *** ***
[ 2018-02-06 09:29:52 ]  ||  Текст ошибки: Метод <b>app\controllers\BootstrapController::pAction()</b> не найден.  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 105
*** *** *** *** ***
[ 2018-02-06 09:29:58 ]  ||  Текст ошибки: Котроллер <b>app\controllers\BootstraController</b> не найден.  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 109
*** *** *** *** ***
[ 2018-02-06 09:30:56 ]  ||  Текст ошибки: Котроллер <b>app\controllers\BootstraController</b> не найден.  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 110
*** *** *** *** ***
[ 2018-02-06 09:31:47 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ArgumentCountError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ArgumentCountError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-06 09:32:12 ]  ||  Текст ошибки: Котроллер <b>app\controllers\BootstraController</b> не найден.  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 110
*** *** *** *** ***
[ 2018-02-06 09:33:19 ]  ||  Текст ошибки: Метод <b>app\controllers\BootstrapController::indeAction()</b> не найден.  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 106
*** *** *** *** ***
[ 2018-02-06 09:33:58 ]  ||  Текст ошибки: Метод <b>app\controllers\BootstrapController::indeAction()</b> не найден.  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 106
*** *** *** *** ***
[ 2018-02-06 09:34:28 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ArgumentCountError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ArgumentCountError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-06 09:34:31 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ArgumentCountError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ArgumentCountError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-06 09:35:22 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 115
*** *** *** *** ***
[ 2018-02-06 09:35:39 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-06 09:35:44 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-06 09:35:47 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ArgumentCountError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ArgumentCountError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-06 09:35:50 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ArgumentCountError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ArgumentCountError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-06 09:36:31 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ArgumentCountError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ArgumentCountError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-06 09:36:32 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ArgumentCountError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ArgumentCountError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-06 09:36:32 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ArgumentCountError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ArgumentCountError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-06 09:36:35 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 115
*** *** *** *** ***
[ 2018-02-06 09:39:43 ]  ||  Текст ошибки: Array to string conversion  ||  Файл: /var/www/dev/asutp/app/views/Bootstrap/article.php  ||  Строка: 1
*** *** *** *** ***
[ 2018-02-06 09:39:49 ]  ||  Текст ошибки: Array to string conversion  ||  Файл: /var/www/dev/asutp/app/views/Bootstrap/article.php  ||  Строка: 1
*** *** *** *** ***
[ 2018-02-06 09:40:57 ]  ||  Текст ошибки: Undefined offset: 1  ||  Файл: /var/www/dev/asutp/app/controllers/BootstrapController.php  ||  Строка: 96
*** *** *** *** ***
[ 2018-02-06 09:41:07 ]  ||  Текст ошибки: Undefined index: alias  ||  Файл: /var/www/dev/asutp/app/controllers/BootstrapController.php  ||  Строка: 96
*** *** *** *** ***
[ 2018-02-06 09:41:10 ]  ||  Текст ошибки: Undefined index: alias  ||  Файл: /var/www/dev/asutp/app/controllers/BootstrapController.php  ||  Строка: 96
*** *** *** *** ***
[ 2018-02-06 09:42:08 ]  ||  Текст ошибки: Undefined variable: article  ||  Файл: /var/www/dev/asutp/app/views/Bootstrap/article.php  ||  Строка: 1
*** *** *** *** ***
[ 2018-02-06 09:43:33 ]  ||  Текст ошибки: Undefined offset: 1  ||  Файл: /var/www/dev/asutp/app/controllers/BootstrapController.php  ||  Строка: 97
*** *** *** *** ***
[ 2018-02-06 09:45:11 ]  ||  Текст ошибки: Undefined offset: 2  ||  Файл: /var/www/dev/asutp/app/controllers/BootstrapController.php  ||  Строка: 97
*** *** *** *** ***
[ 2018-02-06 09:46:07 ]  ||  Текст ошибки: Undefined offset: 2  ||  Файл: /var/www/dev/asutp/app/controllers/BootstrapController.php  ||  Строка: 98
*** *** *** *** ***
[ 2018-02-06 09:46:22 ]  ||  Текст ошибки: Undefined offset: 2  ||  Файл: /var/www/dev/asutp/app/controllers/BootstrapController.php  ||  Строка: 98
*** *** *** *** ***
[ 2018-02-06 09:46:32 ]  ||  Текст ошибки: Undefined offset: 2  ||  Файл: /var/www/dev/asutp/app/controllers/BootstrapController.php  ||  Строка: 98
*** *** *** *** ***
[ 2018-02-06 09:46:39 ]  ||  Текст ошибки: Undefined offset: 2  ||  Файл: /var/www/dev/asutp/app/controllers/BootstrapController.php  ||  Строка: 98
*** *** *** *** ***
[ 2018-02-06 09:46:40 ]  ||  Текст ошибки: Undefined offset: 2  ||  Файл: /var/www/dev/asutp/app/controllers/BootstrapController.php  ||  Строка: 98
*** *** *** *** ***
[ 2018-02-06 09:46:50 ]  ||  Текст ошибки: Undefined offset: 2  ||  Файл: /var/www/dev/asutp/app/controllers/BootstrapController.php  ||  Строка: 98
*** *** *** *** ***
[ 2018-02-06 09:55:13 ]  ||  Текст ошибки: Undefined offset: 2  ||  Файл: /var/www/dev/asutp/app/controllers/BootstrapController.php  ||  Строка: 98
*** *** *** *** ***
[ 2018-02-06 10:00:05 ]  ||  Текст ошибки: Undefined offset: 2  ||  Файл: /var/www/dev/asutp/app/controllers/BootstrapController.php  ||  Строка: 99
*** *** *** *** ***
[ 2018-02-06 10:00:35 ]  ||  Текст ошибки: Undefined offset: 2  ||  Файл: /var/www/dev/asutp/app/controllers/BootstrapController.php  ||  Строка: 99
*** *** *** *** ***
[ 2018-02-06 10:01:20 ]  ||  Текст ошибки: Undefined index: alias  ||  Файл: /var/www/dev/asutp/app/controllers/BootstrapController.php  ||  Строка: 96
*** *** *** *** ***
[ 2018-02-06 10:04:40 ]  ||  Текст ошибки: SQLSTATE[42S02]: Base table or view not found: 1146 Table 'asutp.doc_acrticles' doesn't exist  ||  Файл: /var/www/dev/asutp/vendor/framework/libs/rb.php  ||  Строка: 735
*** *** *** *** ***
[ 2018-02-06 10:06:18 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of Error given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(Error))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-06 10:14:14 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-06 10:15:18 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-06 10:19:34 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-06 10:24:43 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-06 10:24:55 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-06 10:25:46 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-06 10:25:48 ]  ||  Текст ошибки: SQLSTATE[42S22]: Column not found: 1054 Unknown column 'systems' in 'where clause'  ||  Файл: /var/www/dev/asutp/vendor/framework/libs/rb.php  ||  Строка: 735
*** *** *** *** ***
[ 2018-02-06 10:36:30 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-06 11:07:09 ]  ||  Текст ошибки: Котроллер <b>app\controllers\OmProtocolsController</b> не найден.  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 109
*** *** *** *** ***
[ 2018-02-06 11:07:51 ]  ||  Текст ошибки: Не найден вид <b>/var/www/dev/asutp/app/views/OmProtocols/index.php</b>  ||  Файл: /var/www/dev/asutp/vendor/framework/core/base/View.php  ||  Строка: 78
*** *** *** *** ***
[ 2018-02-06 12:16:13 ]  ||  Текст ошибки: getdate() expects parameter 1 to be integer, string given  ||  Файл: /var/www/dev/asutp/app/views/OmProtocols/index.php  ||  Строка: 38
*** *** *** *** ***
[ 2018-02-06 12:16:16 ]  ||  Текст ошибки: getdate() expects parameter 1 to be integer, string given  ||  Файл: /var/www/dev/asutp/app/views/OmProtocols/index.php  ||  Строка: 38
*** *** *** *** ***
[ 2018-02-06 12:16:38 ]  ||  Текст ошибки: getdate() expects parameter 1 to be integer, string given  ||  Файл: /var/www/dev/asutp/app/views/OmProtocols/index.php  ||  Строка: 38
*** *** *** *** ***
[ 2018-02-06 12:17:50 ]  ||  Текст ошибки: Use of undefined constant date - assumed 'date'  ||  Файл: /var/www/dev/asutp/app/views/OmProtocols/index.php  ||  Строка: 38
*** *** *** *** ***
[ 2018-02-06 12:17:52 ]  ||  Текст ошибки: Use of undefined constant date - assumed 'date'  ||  Файл: /var/www/dev/asutp/app/views/OmProtocols/index.php  ||  Строка: 38
*** *** *** *** ***
[ 2018-02-06 12:17:52 ]  ||  Текст ошибки: Use of undefined constant date - assumed 'date'  ||  Файл: /var/www/dev/asutp/app/views/OmProtocols/index.php  ||  Строка: 38
*** *** *** *** ***
[ 2018-02-06 12:17:52 ]  ||  Текст ошибки: Use of undefined constant date - assumed 'date'  ||  Файл: /var/www/dev/asutp/app/views/OmProtocols/index.php  ||  Строка: 38
*** *** *** *** ***
[ 2018-02-06 12:17:52 ]  ||  Текст ошибки: Use of undefined constant date - assumed 'date'  ||  Файл: /var/www/dev/asutp/app/views/OmProtocols/index.php  ||  Строка: 38
*** *** *** *** ***
[ 2018-02-06 12:17:52 ]  ||  Текст ошибки: Use of undefined constant date - assumed 'date'  ||  Файл: /var/www/dev/asutp/app/views/OmProtocols/index.php  ||  Строка: 38
*** *** *** *** ***
[ 2018-02-06 12:17:53 ]  ||  Текст ошибки: Use of undefined constant date - assumed 'date'  ||  Файл: /var/www/dev/asutp/app/views/OmProtocols/index.php  ||  Строка: 38
*** *** *** *** ***
[ 2018-02-06 12:17:53 ]  ||  Текст ошибки: Use of undefined constant date - assumed 'date'  ||  Файл: /var/www/dev/asutp/app/views/OmProtocols/index.php  ||  Строка: 38
*** *** *** *** ***
[ 2018-02-06 12:17:53 ]  ||  Текст ошибки: Use of undefined constant date - assumed 'date'  ||  Файл: /var/www/dev/asutp/app/views/OmProtocols/index.php  ||  Строка: 38
*** *** *** *** ***
[ 2018-02-06 12:18:00 ]  ||  Текст ошибки: Use of undefined constant date - assumed 'date'  ||  Файл: /var/www/dev/asutp/app/views/OmProtocols/index.php  ||  Строка: 38
*** *** *** *** ***
[ 2018-02-06 12:19:03 ]  ||  Текст ошибки: Use of undefined constant date - assumed 'date'  ||  Файл: /var/www/dev/asutp/app/views/OmProtocols/index.php  ||  Строка: 78
*** *** *** *** ***
[ 2018-02-06 12:19:27 ]  ||  Текст ошибки: Use of undefined constant curdate - assumed 'curdate'  ||  Файл: /var/www/dev/asutp/app/views/OmProtocols/index.php  ||  Строка: 78
*** *** *** *** ***
[ 2018-02-06 12:19:55 ]  ||  Текст ошибки: Use of undefined constant curdate - assumed 'curdate'  ||  Файл: /var/www/dev/asutp/app/views/OmProtocols/index.php  ||  Строка: 78
*** *** *** *** ***
[ 2018-02-06 14:19:06 ]  ||  Текст ошибки: Array to string conversion  ||  Файл: /var/www/dev/asutp/app/views/OmProtocols/index.php  ||  Строка: 104
*** *** *** *** ***
[ 2018-02-06 14:19:30 ]  ||  Текст ошибки: Uncaught TypeError: Argument 1 passed to framework\core\ErrorHandler::exceptionHandler() must be an instance of Exception, instance of ParseError given in /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php:58
Stack trace:
#0 [internal function]: framework\core\ErrorHandler->exceptionHandler(Object(ParseError))
#1 {main}
  thrown  ||  Файл: /var/www/dev/asutp/vendor/framework/core/ErrorHandler.php  ||  Строка: 58
*** *** *** *** ***
[ 2018-02-06 14:19:42 ]  ||  Текст ошибки: Array to string conversion  ||  Файл: /var/www/dev/asutp/app/views/OmProtocols/index.php  ||  Строка: 98
*** *** *** *** ***
[ 2018-02-06 16:00:59 ]  ||  Текст ошибки: Метод <b>app\controllers\OmProtocolsController::tableAction()</b> не найден.  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 105
*** *** *** *** ***
[ 2018-02-06 16:01:04 ]  ||  Текст ошибки: Метод <b>app\controllers\OmProtocolsController::tableAction()</b> не найден.  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 105
*** *** *** *** ***
[ 2018-02-06 16:01:29 ]  ||  Текст ошибки: Метод <b>app\controllers\OmProtocolsController::tableAction()</b> не найден.  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 105
*** *** *** *** ***
[ 2018-02-06 16:48:11 ]  ||  Текст ошибки: Котроллер <b>app\controllers\OmProtocolController</b> не найден.  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 109
*** *** *** *** ***
[ 2018-02-06 16:48:18 ]  ||  Текст ошибки: Котроллер <b>app\controllers\OmProtocolController</b> не найден.  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 109
*** *** *** *** ***
[ 2018-02-07 09:50:12 ]  ||  Текст ошибки: Метод <b>app\controllers\OmProtocolsController::dexAction()</b> не найден.  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 105
*** *** *** *** ***
[ 2018-02-07 11:03:47 ]  ||  Текст ошибки: Метод <b>app\controllers\OmProtocolsController::helpAction()</b> не найден.  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 105
*** *** *** *** ***
[ 2018-02-07 11:09:30 ]  ||  Текст ошибки: Не найден вид <b>/var/www/dev/asutp/app/views/OmProtocols/help.php</b>  ||  Файл: /var/www/dev/asutp/vendor/framework/core/base/View.php  ||  Строка: 78
*** *** *** *** ***
[ 2018-02-07 12:18:43 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:18:44 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:18:44 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:18:44 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:18:44 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:18:44 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:18:44 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:18:44 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:18:44 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:34 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:34 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:34 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:34 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:34 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:34 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:34 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:35 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:35 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:37 ]  ||  Текст ошибки: Метод <b>app\controllers\UserController::registerAction()</b> не найден.  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 105
*** *** *** *** ***
[ 2018-02-07 12:19:49 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:49 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
[ 2018-02-07 12:19:49 ]  ||  Текст ошибки: Запрашиваемая вами страница не найдена  ||  Файл: /var/www/dev/asutp/vendor/framework/core/Router.php  ||  Строка: 114
*** *** *** *** ***
